Term,Value
uncontrolled,0.0
major,0.0
appeals,0.0
ve,0.018
people,0.001
radical,0.0
pot,0.008
leaveeuofficial,0.0
ages,0.001
back,0.009
migrant,0.001
connections,0.008
middle,0.001
awakening,0.008
ann_leckie,0.0
anti,0.001
duck,0.008
go,0.027
28sd7wu,0.001
stopfascists,0.001
empire,0.0
trump,0.001
jesus,0.0
project,0.008
brexit,0.009
built,0.008
eu,0.001
roman,0.021
notoeu,0.001
actually,0.001
going,0.001
politico,0.001
way,0.011
new,0.0
2016,0.001
loveofmoney,0.0
define,0.008
europe,0.0
http,0.001
uk,0.001
helicopters,0.011
merkel,0.011
welcome,0.001
revived,0.0
solution,0.01
downtown,0.008
wonder,0.011
bible,0.0
merry,0.001
fall,0.0
comeback,0.001
post,0.019
america,0.001
davidjo52951945,0.008
stone,0.008
prehistoric,0.008
ironage,0.008
like,0.001
joke,0.008
age,0.083
britain,0.009
together,0.011
will,0.009
matter,0.008
s,0.009
fearmongering,0.0
t,0.001
iron,0.07
time,0.001
archaeologist,0.008
ianjarmaine,0.0
